year,route_no,route_name,consumer_entries,kwh,amount_php,source
2024,2578,REMAP FROM 2513C,4978,1158389.0,11064701.91,SUKELCO Tacurong History Ledger
2024,2579,REMAPPED CALEAN-A,3512,683436.0,6543070.44,SUKELCO Tacurong History Ledger
2024,2580,REMAPPED CALEAN-B,3986,564988.0,5465282.02,SUKELCO Tacurong History Ledger
2024,2581,REMAPPED CALEAN-C,3676,763329.0,7351274.78,SUKELCO Tacurong History Ledger
2024,2582,REMAPPED BAPA SALUKAG,1631,231692.0,2241130.16,SUKELCO Tacurong History Ledger
2024,2583,BAPA R#1 GANSING(70-2518),2211,196080.0,1899800.72,SUKELCO Tacurong History Ledger
2024,2584,BRGY. KATUNGAL (2521),3254,451406.0,4361953.1,SUKELCO Tacurong History Ledger
2024,2585,BRGY. KATUNGAL (2521),3310,447639.0,4301789.7,SUKELCO Tacurong History Ledger
2024,2586,BRGY. KATUNGAL (2521),3501,500814.0,4839259.26,SUKELCO Tacurong History Ledger
2024,2587,BRGY. KATUNGAL (2521),1710,299873.0,2896956.14,SUKELCO Tacurong History Ledger
2024,2588,BUENAFLOR/VILLAGARDE(2531,3239,711789.0,6843678.06,SUKELCO Tacurong History Ledger
2024,2589,BUENAFLOR/VILLAGARDE(2531,2460,459217.0,4433970.35,SUKELCO Tacurong History Ledger
2024,2590,BUENAFLOR/VILLAGARDE(2531,3384,461309.0,4445187.96,SUKELCO Tacurong History Ledger
2024,2591,BUENAFLOR/VILLAGARDE(2531,2454,371145.0,3571760.46,SUKELCO Tacurong History Ledger
2024,2592,SAN PABLO (2530),2083,395599.0,3811018.14,SUKELCO Tacurong History Ledger
2024,2593,SAN PABLO (2530),3380,504977.0,4882422.7,SUKELCO Tacurong History Ledger
2024,2594,SAN PABLO (2530),3143,350782.0,3395886.27,SUKELCO Tacurong History Ledger
2024,2595,SAN PABLO (2530),3150,293589.0,2842214.92,SUKELCO Tacurong History Ledger
2024,2596,ISLAM GRINO (BAPA- ISLAM),2040,107236.0,1043967.61,SUKELCO Tacurong History Ledger
2024,2597,BRGY. KALANDAGAN (2568A),2995,545701.0,5201864.83,SUKELCO Tacurong History Ledger
2024,2598,BRGY.KALANDAGAN (2568B),3172,523271.0,5016113.65,SUKELCO Tacurong History Ledger
2024,2599,"BAPA/ROTA-2, GANSING",948,163484.0,1580998.23,SUKELCO Tacurong History Ledger
2025,2501,POB./NAT'L.HIWAY/PRK.6,7824,1554119.0,15318563.23,SUKELCO Tacurong History Ledger
2025,2502,BONIFACIO/LEDESMA/MABINI,6988,1850938.0,18073986.48,SUKELCO Tacurong History Ledger
2025,2503,LEDESMA/LAPU-LAPU/MALVAR,3227,1111335.0,10643554.2,SUKELCO Tacurong History Ledger
2025,2504,NAT'L. HIGHWAY/GEN. LUNA,2822,750785.0,7297039.89,SUKELCO Tacurong History Ledger
2025,2505,NAT'L. HIGHWAY/GEN. LUNA,4558,1344237.0,12894551.96,SUKELCO Tacurong History Ledger
2025,2506,POBLACION/RESORT AREA,1344,624550.0,5695925.43,SUKELCO Tacurong History Ledger
2025,2507,LEDESMA/BONIFACIO/MALVAR,1774,745522.0,6954127.25,SUKELCO Tacurong History Ledger
2025,2509,LEDESMA/LAPU-LAPU,1941,1073972.0,9845531.62,SUKELCO Tacurong History Ledger
2025,2510,FLORES/FERNANDEZ/BIACA,11010,2708987.0,26488011.42,SUKELCO Tacurong History Ledger
2025,2511,NAT'L. HIGHWAY/CANOS,5823,1707908.0,16248495.41,SUKELCO Tacurong History Ledger
2025,2512,NAT'L. HIGHWAY/BUCOL SUBD,5027,1470261.0,14186893.13,SUKELCO Tacurong History Ledger
2025,2517,GANSING,5813,935111.0,9180053.28,SUKELCO Tacurong History Ledger
2025,2518,CAYAMBANAN,4216,714374.0,7026198.98,SUKELCO Tacurong History Ledger
2025,2519,SAN EMMANUEL,15210,2967209.0,29201135.31,SUKELCO Tacurong History Ledger
2025,2522,BARAS,7187,1132184.0,11155336.48,SUKELCO Tacurong History Ledger
2025,2523,RAJAHMUDA,2363,342509.0,3364035.45,SUKELCO Tacurong History Ledger
2025,2524,NEW PASSI,3720,404751.0,3989469.09,SUKELCO Tacurong History Ledger
2025,2525,SAN ANTONIO,2436,322667.0,3187851.79,SUKELCO Tacurong History Ledger
2025,2526,SAN RAFAEL,2605,281761.0,2789525.74,SUKELCO Tacurong History Ledger
2025,2527,NEW LAGAO,3899,394265.0,3898378.01,SUKELCO Tacurong History Ledger
2025,2529,LEDESMA/QUIPOLOT,2857,347017.0,3431245.75,SUKELCO Tacurong History Ledger
2025,2532,PUROK MASAGANA,2331,174300.0,1737362.14,SUKELCO Tacurong History Ledger
2025,2533,SITIO BETA,1113,118606.0,1177284.69,SUKELCO Tacurong History Ledger
2025,2534,SITIO MATIAS,808,66609.0,661651.9,SUKELCO Tacurong History Ledger
2025,2536,SITIO MALIPAYON,4134,488077.0,4800757.99,SUKELCO Tacurong History Ledger
2025,2537,SITIO BAG-O,1559,220827.0,2197309.17,SUKELCO Tacurong History Ledger
2025,2538,"PRK. 3, RAJAHMUDA",1721,163291.0,1621112.87,SUKELCO Tacurong History Ledger
2025,2539,MUN. PLAZA/PUB. MKT.,3,391.0,3653.68,SUKELCO Tacurong History Ledger
2025,2542,MONTIVILLE SUBD.,2921,581641.0,5739878.46,SUKELCO Tacurong History Ledger
2025,2544,JM HOMES,2416,578168.0,5723639.8,SUKELCO Tacurong History Ledger
2025,2545,HABITAT SUBD. SAN PABLO,2898,469399.0,4657701.21,SUKELCO Tacurong History Ledger
2025,2546,"YELLOW VILLAGE,NEW ISABEL",1409,418976.0,4139241.86,SUKELCO Tacurong History Ledger
2025,2547,"SITIO CULINAN, ELISEO",2450,286512.0,2841154.79,SUKELCO Tacurong History Ledger
2025,2548,PUB MKT. - REMAP (2508),3036,414042.0,3951573.9,SUKELCO Tacurong History Ledger
2025,2549,BAPA/LANCHETA 3(LIPUNAN),1206,107222.0,1065206.2,SUKELCO Tacurong History Ledger
2025,2552,NEW ISABELA- A- REMAP(14),5297,1388621.0,13631002.23,SUKELCO Tacurong History Ledger
2025,2553,NEW ISABELA-B - REMAP(14),1610,394169.0,3869236.08,SUKELCO Tacurong History Ledger
2025,2554,NEW ISABELA-C - REMAP(14),7705,1919004.0,18783974.06,SUKELCO Tacurong History Ledger
2025,2555,NEW ISABELA-D- REMAP (14),5755,1359582.0,13343034.51,SUKELCO Tacurong History Ledger
2025,2566,APILADO - A (REMAP 2515),2023,493843.0,4875634.16,SUKELCO Tacurong History Ledger
2025,2567,NEW CARMEN B (REMAP 2515),4763,1252816.0,12264090.92,SUKELCO Tacurong History Ledger
2025,2569,KALANDAGAN D (REMAP 2515),3403,816239.0,7983259.83,SUKELCO Tacurong History Ledger
2025,2570,PRK 9 - E (REMAP 2515),1740,484017.0,4698881.56,SUKELCO Tacurong History Ledger
2025,2571,N. HIGHWAY A (REMAP 2516),3634,1094465.0,10570851.58,SUKELCO Tacurong History Ledger
2025,2572,N. HIGHWAY B (REMAP 2516),6288,1575937.0,15228249.87,SUKELCO Tacurong History Ledger
2025,2573,N. HIGHWAY C (REMAP 2516),4691,1047795.0,10264846.09,SUKELCO Tacurong History Ledger
2025,2574,REMAP FROM 2520A LIWAYWAY,6523,1080088.0,10652490.64,SUKELCO Tacurong History Ledger
2025,2575,REMAP FROM 2520 (TINA),6003,1053030.0,10403002.82,SUKELCO Tacurong History Ledger
2025,2576,REMAP FROM 2513A,4295,885664.0,8690085.29,SUKELCO Tacurong History Ledger
2025,2577,REMAP FROM 2513B,2899,747694.0,7307790.46,SUKELCO Tacurong History Ledger
2025,2578,REMAP FROM 2513C,4913,1181757.0,11580523.45,SUKELCO Tacurong History Ledger
2025,2579,REMAPPED CALEAN-A,3340,674459.0,6614959.97,SUKELCO Tacurong History Ledger
2025,2580,REMAPPED CALEAN-B,3815,567961.0,5629433.7,SUKELCO Tacurong History Ledger
2025,2581,REMAPPED CALEAN-C,3550,760199.0,7508159.76,SUKELCO Tacurong History Ledger
2025,2582,REMAPPED BAPA SALUKAG,1538,247528.0,2456205.54,SUKELCO Tacurong History Ledger
2025,2583,BAPA R#1 GANSING(70-2518),2108,197158.0,1957265.2,SUKELCO Tacurong History Ledger
2025,2584,BRGY. KATUNGAL (2521),3256,467555.0,4620866.6,SUKELCO Tacurong History Ledger
2025,2585,BRGY. KATUNGAL (2521),3216,456294.0,4488128.71,SUKELCO Tacurong History Ledger
2025,2586,BRGY. KATUNGAL (2521),3426,529587.0,5233779.06,SUKELCO Tacurong History Ledger
2025,2587,BRGY. KATUNGAL (2521),1631,297453.0,2945896.75,SUKELCO Tacurong History Ledger
2025,2588,BUENAFLOR/VILLAGARDE(2531,3185,726733.0,7173810.58,SUKELCO Tacurong History Ledger
2025,2589,BUENAFLOR/VILLAGARDE(2531,2469,477608.0,4729504.08,SUKELCO Tacurong History Ledger
2025,2590,BUENAFLOR/VILLAGARDE(2531,3251,488799.0,4817538.88,SUKELCO Tacurong History Ledger
2025,2591,BUENAFLOR/VILLAGARDE(2531,2322,401165.0,3972666.79,SUKELCO Tacurong History Ledger
2025,2592,SAN PABLO (2530),2054,401875.0,3970299.42,SUKELCO Tacurong History Ledger
2025,2593,SAN PABLO (2530),3388,532524.0,5268871.08,SUKELCO Tacurong History Ledger
2025,2594,SAN PABLO (2530),3084,370235.0,3674314.02,SUKELCO Tacurong History Ledger
2025,2595,SAN PABLO (2530),3112,322310.0,3196499.06,SUKELCO Tacurong History Ledger
2025,2596,ISLAM GRINO (BAPA- ISLAM),1953,116352.0,1159799.24,SUKELCO Tacurong History Ledger
2025,2597,BRGY. KALANDAGAN (2568A),2870,524725.0,5125471.75,SUKELCO Tacurong History Ledger
2025,2598,BRGY.KALANDAGAN (2568B),3003,491216.0,4830494.49,SUKELCO Tacurong History Ledger
2025,2599,"BAPA/ROTA-2, GANSING",936,160343.0,1590698.49,SUKELCO Tacurong History Ledger
